,Datetime,Tweet Id,original_text,id_x,id_y,name,place_type,full_name,country,bounding_box,centroid
234,2022-04-01 11:08:34+00:00,1509850202005549058,"On a serious Note, If I'm not a Liquolion this Season SYE, E go pain me dieee😥. Cos things dey Always quick pepper my body I'm not even capping. I for don buy malaria drugs now😭. LIQUOROSE 🙌♥️. #Liquolions #Liquorose𓃵",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
233,2022-04-01 11:23:43+00:00,1509854016280440835,"Coming down with infections frequently?

Are you always treating malaria , flu or illnesses like sicklecell disease,HIV , prostate cancer?
Selenium is here to help .For a best immune response to fight stubborn infections and diseases, you need to get your selenium level optimal https://t.co/GfZemb61tu",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
228,2022-04-02 07:14:04+00:00,1510153577540509701,Malaria has me pinned to the ground,005c6f3641f95852,005c6f3641f95852,Calabar,city,"Calabar, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.3075007, 4.9112081], [8.3075007, 5.0414683], [8.372645, 5.0414683], [8.372645, 4.9112081], [8.3075007, 4.9112081]]]}","[8.34671834546011, 4.97635715]"
225,2022-04-02 17:37:10+00:00,1510310382635827212,"Just like that, alot of 🪶🪶🪶 feathers were ruffled 🤔. Malaria is like 🇨🇦 Canadian loud.",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
224,2022-04-02 17:49:23+00:00,1510313460730671105,Asymptomatic malaria....,006c6743642cb09c,006c6743642cb09c,Kaduna,city,"Kaduna, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3566227, 10.4252617], [7.3566227, 10.5972283], [7.4880222, 10.5972283], [7.4880222, 10.4252617], [7.3566227, 10.4252617]]]}","[7.423609391847825, 10.5112406]"
222,2022-04-02 18:45:21+00:00,1510327542762385408,"Alhamdullilah for day 1..... Even as my malaria got worse, o still pushed through till iftar... May almighty Allah accept our Ibadah.",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
221,2022-04-02 18:50:06+00:00,1510328737308499971,Juggling malaria and fasting ain't easy at all.... Omo...,01e40dfa286fa1f3,01e40dfa286fa1f3,Minna,city,"Minna, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.5013564, 9.5637137], [6.5013564, 9.6760284], [6.5841138, 9.6760284], [6.5841138, 9.5637137], [6.5013564, 9.5637137]]]}","[6.548685357657578, 9.6198575]"
219,2022-04-03 10:38:42+00:00,1510567459648065538,"This malaria, cold and migraine won’t be the end of me.

I’m tired",00611f1548c7bdef,00611f1548c7bdef,Kano,city,"Kano, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4475987, 11.9296331], [8.4475987, 12.0803669], [8.6073347, 12.0803669], [8.6073347, 11.9296331], [8.4475987, 11.9296331]]]}","[8.537218642359688, 12.00500315]"
218,2022-04-03 11:23:08+00:00,1510578641956225025,"Private hospitals won't treat your malaria well, they want you to keep coming back, Government Hospitals will treat your malaria well, crowd too much, they no wan see u again..",00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
213,2022-04-04 09:05:16+00:00,1510906337751875585,What malaria cannot do does exist https://t.co/LfT58GjFQL,01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
211,2022-04-04 13:20:02+00:00,1510970450205200389,"Lol
Ment or malaria https://t.co/d7KKOFzTYi",01cba65c41c20b24,01cba65c41c20b24,Ilorin,city,"Ilorin, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.4752509, 8.4145568], [4.4752509, 8.5453022], [4.6252965, 8.5453022], [4.6252965, 8.4145568], [4.4752509, 8.4145568]]]}","[4.559020728369256, 8.48001865]"
210,2022-04-04 19:08:26+00:00,1511058126769991688,"Wow, heard this song and it healed me of malaria 😭😭 https://t.co/vE36iEsJKB",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
206,2022-04-05 08:24:05+00:00,1511258361345490947,"Yesterday I dreamt that Davido gave me $10k, this morning I dreamt that someone gave me 1.3m naira. 
I think I have malaria",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
202,2022-04-05 15:05:49+00:00,1511359461230796803,"Doing Good in Bamikemo Community in Ile-Oluji Okeigbo LGA. The event featured Health education on Family Planning &amp; Malaria, free health check-ups (BMI, Weight, HIV and Malaria test) as well as skill acquisition on how to make hair cream to empower the adolescents💖 #DoingGood https://t.co/zKNNSfvoSG",00b9e9d424c885ed,00b9e9d424c885ed,Ile-Oluji,city,"Ile-Oluji, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.857448, 7.1728851], [4.857448, 7.2338586], [4.8796965, 7.2338586], [4.8796965, 7.1728851], [4.857448, 7.1728851]]]}","[4.866495270591479, 7.20309285]"
200,2022-04-06 10:03:19+00:00,1511645721589604354,"God which kind malaria be this,my head they bang 😭",005dbe7e6949db42,005dbe7e6949db42,Benin-City,city,"Benin-City, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.5532952, 6.2445092], [5.5532952, 6.4254003], [5.7292806, 6.4254003], [5.7292806, 6.2445092], [5.5532952, 6.2445092]]]}","[5.606786824355883, 6.3349088]"
198,2022-04-06 11:51:59+00:00,1511673067117985796,"When they look at you instead of them to see love, they will see malaria 💔😥 https://t.co/75OD1PkXZj",012d63e97ff5a7b5,012d63e97ff5a7b5,Jos,city,"Jos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8337107, 9.8581086], [8.8337107, 9.9674885], [8.9389277, 9.9674885], [8.9389277, 9.8581086], [8.8337107, 9.8581086]]]}","[8.90206789603855, 9.91277745]"
197,2022-04-06 14:05:05+00:00,1511706565031735303,"GIVE A NET TO SAVE LIVES is a community-focused malaria campaign that is targeted at the prevention of malaria in the most vulnerable group (pregnant women &amp; children under the age of 5) in low-income communities.

#MalariaSymposium2022 #worldmalariaday #nonprofit https://t.co/uIvPt9z6OY",07d9de8fed087001,07d9de8fed087001,Ogudu GRA,poi,Ogudu GRA,Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.3952799981630273, 6.57485867155448], [3.3952799981630273, 6.57485867155448], [3.3952799981630273, 6.57485867155448], [3.3952799981630273, 6.57485867155448], [3.3952799981630273, 6.57485867155448]]]}","[3.3952799981630273, 6.57485867155448]"
195,2022-04-06 15:28:09+00:00,1511727466175475716,"Lol

Ment or Malaria? https://t.co/lhMeNt5NR6",00b1231d2214913c,00b1231d2214913c,Abeokuta,city,"Abeokuta, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2713206, 7.0996682], [3.2713206, 7.209188], [3.4335622, 7.209188], [3.4335622, 7.0996682], [3.2713206, 7.0996682]]]}","[3.345904849051242, 7.15435055]"
193,2022-04-06 18:32:44+00:00,1511773920608899077,"Punchlines from @GovAyoFayose on Channels 

""If PDP is malaria, APC is cancer"".

""The current government is 419, they defrauded Nigerians"".",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
192,2022-04-06 18:51:27+00:00,1511778631135207432,"If PDP has malaria then APC have cancer - @GovAyoFayose 

The above statement made this night on  @channelstv #PoliticsToday is wrong and condemnable.

Make your analogy without linking it to cancer.",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
309,2022-04-07 11:07:29+00:00,1512024254627426304,Today 🖇: Africa Malaria day 🦟,01e272024ddb6128,01e272024ddb6128,Oshogbo,city,"Oshogbo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.473474, 7.7240979], [4.473474, 7.8499733], [4.6143238, 7.8499733], [4.6143238, 7.7240979], [4.473474, 7.7240979]]]}","[4.543037027653439, 7.787027849999999]"
306,2022-04-07 11:34:37+00:00,1512031084627779589,It definitely feels like I still hv some malaria in me 🤦🏾‍♀️,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
302,2022-04-07 16:38:40+00:00,1512107602313986060,"Definitely from the producers of ""Malaria own don pafuka"". https://t.co/Plh6NroKez",011a942e0a0e8fb2,011a942e0a0e8fb2,Lagos,admin,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7063037, 6.3703877], [2.7063037, 6.6985461], [4.350022, 6.6985461], [4.350022, 6.3703877], [2.7063037, 6.3703877]]]}","[3.711223629931398, 6.534464]"
299,2022-04-07 21:27:56+00:00,1512180398960398340,"I don't even know who sent me to go and do this hair now head dey ache me , malaria don comot 😩, I would have worn my wig , Which kind of peer pressure Is this 😒🤦🏿‍♀️🚶🏿‍♀️.",005c6f3641f95852,005c6f3641f95852,Calabar,city,"Calabar, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.3075007, 4.9112081], [8.3075007, 5.0414683], [8.372645, 5.0414683], [8.372645, 4.9112081], [8.3075007, 4.9112081]]]}","[8.34671834546011, 4.97635715]"
298,2022-04-08 00:29:45+00:00,1512226153599315979,How do you know when you’ve found the right woman? I don’t know if it’s love that is doing me or malaria.,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
290,2022-04-08 14:30:25+00:00,1512437715035381767,"I remembered when I was sick, my friends took me to one hospital like that in Abk,  for like 2 haaarrrsss the nurses were looking for vein, they injected every part of my hand!!
I went there with malaria, I left there with typhoid
#horriblenurses",00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
287,2022-04-08 19:47:43+00:00,1512517565364715521,"SAFIN CAT presents sphygmomanometer to Basic Health Centre Erin-Ile North, Oyun LGA, Kwara State. 

We provide remedial actions to identified issues at health facility with the support of ACOMIN, a leading CSOs network in the fight against malaria.",00c822476a63c75b,00c822476a63c75b,Kwara,admin,"Kwara, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7286875, 7.9862746], [2.7286875, 10.1837937], [6.2165322, 10.1837937], [6.2165322, 7.9862746], [2.7286875, 7.9862746]]]}","[4.566899343669748, 9.08481905]"
286,2022-04-08 19:49:47+00:00,1512518083633717257,"SAFIN CAT presents sphygmomanometer to Basic Health Centre Erin-Ile North, Oyun LGA, Kwara State. 

We provide remedial actions to identified issues at health facility with the support of ACOMIN, a leading CSOs network in the fight against malaria. https://t.co/figovDrWhe",00c822476a63c75b,00c822476a63c75b,Kwara,admin,"Kwara, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7286875, 7.9862746], [2.7286875, 10.1837937], [6.2165322, 10.1837937], [6.2165322, 7.9862746], [2.7286875, 7.9862746]]]}","[4.566899343669748, 9.08481905]"
284,2022-04-09 03:08:10+00:00,1512628406390857733,"Maamaa Got me at ' Malaria is now about to start kindergarten' 

Omo https://t.co/ttMA34xU5E https://t.co/OsxVsmbp8v",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
282,2022-04-09 11:43:07+00:00,1512758001043709955,"The closest I have come to assaulting a fellow man, it was a doctor at the UNILORIN Teaching Hospital in 2012. It should be one of the worst hospitals in Nigeria. Rude doctors, inefficient labs. Once I had a malaria test there; I was told to return in 2 weeks for the result. https://t.co/bY2OjY272z",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
278,2022-04-10 02:34:02+00:00,1512982208318955520,"Whew.

If I ever get to wrestle with the spirit of Sleep, I will hold on to it tight until it blesses me with the ability to sleep with ease.

Taken two sets of malaria dosage and I have not Slept.",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
274,2022-04-10 16:27:35+00:00,1513191977822699531,Can't believe pains in the bone is a symptom of malaria..,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
273,2022-04-10 20:48:02+00:00,1513257518474092545,Deworming every 3 months helped me to combat malaria fever.,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
272,2022-04-10 21:00:02+00:00,1513260542206558221,"One day, I will take you to bed, make you feel hot, make you groan and scream like a baby, make you cry, make you weak, make you tired and you will hold your pillow so tight.. AND that's me; Mr. Malaria! So always remember to sleep under a treated mosquito net.",00611f1548c7bdef,00611f1548c7bdef,Kano,city,"Kano, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4475987, 11.9296331], [8.4475987, 12.0803669], [8.6073347, 12.0803669], [8.6073347, 11.9296331], [8.4475987, 11.9296331]]]}","[8.537218642359688, 12.00500315]"
267,2022-04-11 19:00:52+00:00,1513592937300508675,"To reduce malaria in our society, awareness creation is one of the tools that can be used to attain this. The 25th of April is World Malaria Day, What Do you have in plan? https://t.co/3w8YIRtGpW",01e272024ddb6128,01e272024ddb6128,Oshogbo,city,"Oshogbo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.473474, 7.7240979], [4.473474, 7.8499733], [4.6143238, 7.8499733], [4.6143238, 7.7240979], [4.473474, 7.7240979]]]}","[4.543037027653439, 7.787027849999999]"
266,2022-04-11 19:03:12+00:00,1513593527539834881,The use of an Insecticide treated Net can help prevent mosquito bites. Say no to Malaria! Use your ITN! #2020ITNmasscampaign https://t.co/YJRd7rkSOr,01e272024ddb6128,01e272024ddb6128,Oshogbo,city,"Oshogbo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.473474, 7.7240979], [4.473474, 7.8499733], [4.6143238, 7.8499733], [4.6143238, 7.7240979], [4.473474, 7.7240979]]]}","[4.543037027653439, 7.787027849999999]"
264,2022-04-11 19:52:15+00:00,1513605869174501381,"Malaria drugs for 17k , na snake bite me ??🙄🙄",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
263,2022-04-11 21:10:26+00:00,1513625545338232832,"Happy New Week Friends!
Stand up for a Malaria Free world, stop the deadly dengue with #LongrichMosquitoRepellent👍
Become your own Boss today by partnering with LongRich Home Based Business today.👌

For your orders/enquiries 
DM via IG @ds4tk. 
#STK #STKPreneur 
#TeamCourageous https://t.co/CxkI41VGa9",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
259,2022-04-13 08:59:57+00:00,1514166488084668418,"Goodmorning,port Harcourt city 
Have you heard of SOLUTION MEDICAL DIAGNOSTICS
If you haven't let me enlighten to you about our services;
📌 LABORATORY TESTS
*Malaria parasite
*Typhoid
*Urine mcs
*Hvs mcs
*Semen mcs
*Seminalysis
*Hormone profile 
*Blood group and genotype,etc",0008cb6457ff0b55,0008cb6457ff0b55,Port Harcourt,city,"Port Harcourt, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.9380658, 4.7337699], [6.9380658, 4.9154902], [7.1244854, 4.9154902], [7.1244854, 4.7337699], [6.9380658, 4.7337699]]]}","[7.01751959342015, 4.82465265]"
255,2022-04-13 10:58:54+00:00,1514196424459792386,"Anytime I am treating malaria, if I get bitten by a mosquito 🦟 my thoughts are it will definitely die from the medication I am taking at that point.....silly🙄😂🫣",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
254,2022-04-13 11:53:06+00:00,1514210062759309316,E be like say you get Mālaria bro. See your Doctor https://t.co/A2zkOKg7Hn,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
